/dcl01/leek/data/tcga/v1/batch_4/coverage_bigwigs/C5CC2D47-FFF4-4861-A48D-5380A0DCFA27.A.bw	4.0
/dcl01/leek/data/tcga/v1/batch_5/coverage_bigwigs/3C25C3FD-380E-4DEE-943B-B58690DB65FD.A.bw	4.0
/dcl01/leek/data/tcga/v1/batch_13/coverage_bigwigs/32287466-B795-4FA1-A7FB-3F9720B690BB.A.bw	3.0
/dcl01/leek/data/tcga/v1/batch_14/coverage_bigwigs/1DCE9448-495E-46D3-8953-D733BD68DFE6.A.bw	3.0
/dcl01/leek/data/tcga/v1/batch_21/coverage_bigwigs/4466B30C-9865-4A4D-B6D3-665DADB9D659.A.bw	3.0
/dcl01/leek/data/tcga/v1/batch_21/coverage_bigwigs/83867921-8D7C-41AE-9292-010EECA0C186.A.bw	3.0
/dcl01/leek/data/tcga/v1/batch_23/coverage_bigwigs/93CD73AE-D27B-4031-87D5-6EC56C5437F9.A.bw	3.0
/dcl01/leek/data/tcga/v1/batch_24/coverage_bigwigs/9C50DD1D-342A-4742-9E52-F1501AE91C13.A.bw	3.0
/dcl01/leek/data/tcga/v1/batch_25/coverage_bigwigs/1C112867-EE91-4825-BFD8-B189612C2BB8.A.bw	3.0
/dcl01/leek/data/tcga/v1/batch_3/coverage_bigwigs/44F8E179-9ADA-4BA6-AAC3-CBB29656253C.A.bw	3.0
/dcl01/leek/data/tcga/v1/batch_0/coverage_bigwigs/04A48065-EA14-4C82-82DF-B7784D70193A.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_0/coverage_bigwigs/57E30D4E-ABF7-47DD-92BE-40CE215076B0.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_10/coverage_bigwigs/332A3736-482A-4C6D-829D-4FC7E98DC3A3.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_10/coverage_bigwigs/827232CC-8035-440C-8B12-02C789C70B1B.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_11/coverage_bigwigs/4388CB4E-B7AD-4576-B980-BEBC3E3DCCDD.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_12/coverage_bigwigs/3BCD3BC8-5FF4-4DF2-A711-C4CC99B7EDF4.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_13/coverage_bigwigs/419CFFBF-384F-48A2-B0AB-386BD5071FDD.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_13/coverage_bigwigs/BA5B80A9-05B7-4329-9AB7-ACD69F1528D2.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_13/coverage_bigwigs/EBC6ED03-E935-4CE7-8890-5BBBDE22D555.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_15/coverage_bigwigs/26A1F392-CED2-43E3-8096-74E6F2BFC8C0.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_15/coverage_bigwigs/F2161A0F-148E-4AC7-BAF7-4F79BFE2C084.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_16/coverage_bigwigs/487CADE1-D699-4A6C-817A-B9A0AB940C61.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_16/coverage_bigwigs/67097304-E22B-41D7-803C-B6F522DA4390.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_16/coverage_bigwigs/76DBF2A2-513F-492E-B72E-1387C0286E69.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_17/coverage_bigwigs/6D3ECA65-C50F-43B0-B75A-1D290FA4A8FD.A.bw	2.0
/dcl01/leek/data/tcga/v1/batch_17/coverage_bigwigs/73AA89D1-C166-4C3F-A740-90285B7E7F15.A.bw	2.0
